application_id,gender,international,gpa,major,race,gmat,work_exp,work_industry,admission,
50,Male,FALSE,3.38,STEM,Hispanic,680,5,Consulting,,notadmitted
51,Male,FALSE,3.26,Business,White,670,6,Consulting,Waitlist,waitlist
52,Male,FALSE,3.43,Business,Asian,650,4,Nonprofit/Gov,,notadmitted
53,Male,FALSE,3.19,Business,White,650,5,Financial Services,,notadmitted
54,Female,FALSE,3.23,STEM,Asian,700,6,PE/VC,Admit,Admit
55,Male,FALSE,2.96,STEM,Black,610,6,Consulting,,notadmitted
56,Female,FALSE,3.44,STEM,Black,680,4,PE/VC,,notadmitted
57,Male,FALSE,3.09,Business,Other,610,6,Consulting,,notadmitted
58,Female,TRUE,3.05,Business,,650,7,Health Care,Admit,Admit
59,Male,TRUE,3.01,Humanities,,660,6,Consulting,,notadmitted
60,Male,FALSE,3.41,Humanities,White,740,4,Financial Services,,notadmitted
61,Female,FALSE,3.27,Business,White,670,5,Consulting,Admit,Admit
62,Male,FALSE,3.13,Humanities,Black,630,5,Financial Services,,notadmitted
63,Female,TRUE,3,STEM,,640,3,Financial Services,Admit,Admit
64,Male,FALSE,3.36,STEM,Black,650,5,Technology,,notadmitted
65,Female,FALSE,3.39,Humanities,White,680,5,Investment Banking,Admit,Admit
66,Male,TRUE,3.31,Business,,670,4,Nonprofit/Gov,,notadmitted
67,Male,FALSE,3.07,STEM,Other,570,6,Other,,notadmitted
68,Male,FALSE,3.53,STEM,White,690,5,Technology,,notadmitted
69,Male,FALSE,3.49,Business,Black,620,4,Energy,,notadmitted
70,Male,FALSE,3.41,Humanities,White,690,6,Technology,Admit,Admit
71,Male,TRUE,3.34,STEM,,690,5,Nonprofit/Gov,,notadmitted
72,Female,FALSE,3.33,Humanities,Hispanic,680,5,Consulting,Waitlist,waitlist
73,Female,TRUE,3.34,STEM,,680,5,PE/VC,Admit,Admit
74,Female,TRUE,2.89,Humanities,,670,5,Consulting,Admit,Admit
75,Female,TRUE,3.35,Business,,640,5,PE/VC,Admit,Admit
76,Female,FALSE,3.24,Humanities,Hispanic,590,4,Nonprofit/Gov,Waitlist,waitlist
77,Male,FALSE,3.18,Humanities,Black,640,4,PE/VC,,notadmitted
78,Male,TRUE,3.2,Humanities,,640,5,Nonprofit/Gov,,notadmitted
79,Male,FALSE,3.17,Business,Hispanic,640,4,Other,,notadmitted
80,Female,FALSE,3.1,STEM,Asian,680,4,Health Care,Admit,Admit
81,Male,FALSE,2.93,Humanities,Hispanic,620,4,Technology,,notadmitted
82,Male,TRUE,3.2,STEM,,730,4,PE/VC,,notadmitted
83,Male,FALSE,3.52,STEM,Hispanic,610,6,Consulting,,notadmitted
84,Female,FALSE,3.35,Humanities,White,710,6,Consulting,Admit,Admit
85,Male,FALSE,3.15,STEM,Hispanic,620,4,PE/VC,,notadmitted
86,Male,FALSE,3.21,Business,Hispanic,640,6,Nonprofit/Gov,,notadmitted
87,Male,FALSE,3.1,Business,Hispanic,670,7,Financial Services,,notadmitted
88,Male,FALSE,3.48,Business,White,710,5,Consulting,Admit,Admit
89,Male,FALSE,3.15,Humanities,Asian,650,6,Consulting,,notadmitted
90,Male,FALSE,3.09,Business,Other,610,6,Consulting,,notadmitted
91,Female,FALSE,3.14,Humanities,Hispanic,660,6,Consulting,,notadmitted
92,Male,FALSE,2.97,STEM,Asian,580,4,Consulting,,notadmitted
93,Male,FALSE,3.17,STEM,White,670,5,PE/VC,,notadmitted
94,Female,FALSE,3.23,Humanities,White,620,7,Nonprofit/Gov,Admit,Admit
95,Female,FALSE,3.05,Humanities,White,600,5,Other,Admit,Admit
96,Male,FALSE,3.32,Business,Black,670,4,Consulting,Admit,Admit
97,Male,FALSE,3.08,Humanities,Asian,640,5,Technology,,notadmitted
98,Male,TRUE,3.36,STEM,,690,5,CPG,,notadmitted
99,Male,FALSE,3.1,Humanities,White,610,5,Health Care,,notadmitted
100,Female,FALSE,3.38,Humanities,White,660,5,Consulting,Admit,Admit
101,Male,FALSE,3.26,Humanities,Hispanic,650,6,Real Estate,,notadmitted
102,Male,FALSE,3.2,Humanities,Hispanic,600,4,Investment Banking,,notadmitted
103,Male,FALSE,3.65,Humanities,Black,700,6,Health Care,,notadmitted
104,Female,TRUE,3.34,Business,,650,5,Financial Services,Admit,Admit
105,Female,FALSE,3.3,Humanities,Hispanic,670,4,Nonprofit/Gov,Admit,Admit
106,Male,FALSE,3.11,Business,Asian,610,6,PE/VC,,notadmitted
107,Male,TRUE,3.08,Humanities,,740,4,Health Care,,notadmitted
108,Male,FALSE,3.2,STEM,White,590,5,Consulting,,notadmitted
109,Male,TRUE,3.3,STEM,,590,5,Other,,notadmitted
110,Male,FALSE,3.21,Humanities,Black,610,4,PE/VC,,notadmitted
111,Female,FALSE,3.26,Humanities,Black,670,6,Consulting,,notadmitted
112,Female,FALSE,3.29,STEM,Hispanic,640,6,Investment Banking,,notadmitted
113,Female,FALSE,3.25,Humanities,Hispanic,640,5,Other,,notadmitted
114,Female,FALSE,3.2,Humanities,Asian,680,7,Consulting,Admit,Admit
115,Female,FALSE,3.23,STEM,Asian,610,5,Nonprofit/Gov,Admit,Admit
116,Male,FALSE,3.32,Humanities,Hispanic,670,4,Media/Entertainment,,notadmitted
117,Female,FALSE,3.46,STEM,White,660,5,Consulting,Admit,Admit
118,Female,FALSE,3.29,Humanities,Black,610,4,Consulting,,notadmitted
119,Male,FALSE,3.33,Humanities,White,680,4,Financial Services,Admit,Admit
120,Female,TRUE,2.99,Humanities,,570,6,Real Estate,Admit,Admit
121,Male,FALSE,3.22,Business,Black,610,5,Technology,,notadmitted
122,Female,TRUE,3.29,Business,,710,4,Consulting,Admit,Admit
123,Male,TRUE,3.26,Humanities,,650,4,PE/VC,,notadmitted
124,Male,FALSE,3.25,Humanities,Asian,620,6,Technology,,notadmitted
125,Male,TRUE,3.32,STEM,,630,6,Technology,,notadmitted
126,Male,FALSE,3.44,Business,White,740,6,PE/VC,,notadmitted
127,Male,TRUE,3.4,Humanities,,730,5,Nonprofit/Gov,,notadmitted
128,Female,FALSE,3.51,Humanities,Black,700,7,Nonprofit/Gov,,notadmitted
129,Female,FALSE,3.43,Humanities,Black,710,7,Other,,notadmitted
130,Female,FALSE,3.27,Business,White,660,6,Other,Admit,Admit
131,Male,FALSE,3.34,Humanities,White,700,4,Consulting,Admit,Admit
132,Male,FALSE,3.07,Humanities,Other,640,6,Other,,notadmitted
133,Male,TRUE,3.36,Humanities,,670,2,PE/VC,,notadmitted
134,Male,FALSE,3.21,Humanities,White,690,7,Real Estate,,notadmitted
135,Female,FALSE,3.28,Humanities,White,610,6,Consulting,Admit,Admit
136,Female,FALSE,3.06,Business,Black,650,5,Consulting,,notadmitted
137,Male,FALSE,3.32,Business,White,670,4,Financial Services,,notadmitted
138,Male,TRUE,3.33,Humanities,,670,5,Consulting,,notadmitted
139,Female,FALSE,3.31,STEM,Asian,600,5,Investment Banking,Admit,Admit
140,Male,FALSE,3.16,STEM,Hispanic,570,5,Technology,,notadmitted
141,Male,FALSE,3.2,STEM,Asian,600,6,Consulting,,notadmitted
142,Male,TRUE,3.17,STEM,,600,4,Investment Banking,,notadmitted
143,Female,TRUE,3.48,STEM,,780,5,PE/VC,Admit,Admit
144,Male,FALSE,3.1,STEM,Asian,570,5,Nonprofit/Gov,,notadmitted
145,Male,FALSE,2.95,Business,Asian,590,5,Investment Management,,notadmitted
146,Male,FALSE,3.32,Humanities,White,570,6,Technology,,notadmitted
147,Male,FALSE,3.24,Humanities,Black,660,7,Investment Management,,notadmitted
148,Female,FALSE,3.21,STEM,Black,580,6,Financial Services,,notadmitted
149,Male,FALSE,3.32,Humanities,Asian,660,4,Investment Banking,,notadmitted
150,Male,FALSE,3.2,Humanities,Hispanic,630,6,Technology,,notadmitted
151,Male,FALSE,3.37,Business,Asian,710,5,Technology,Admit,Admit
152,Male,FALSE,3.14,Humanities,Asian,620,5,Technology,,notadmitted
153,Female,TRUE,3.32,Humanities,,650,5,Real Estate,Admit,Admit
154,Female,TRUE,3.13,Business,,580,4,Consulting,Admit,Admit
155,Female,FALSE,3.55,Humanities,Asian,680,6,PE/VC,Admit,Admit
156,Male,FALSE,3.22,STEM,White,620,5,PE/VC,,notadmitted
157,Male,TRUE,3.42,STEM,,630,6,Financial Services,,notadmitted
158,Female,FALSE,3.18,STEM,Asian,650,6,Nonprofit/Gov,Admit,Admit
159,Male,TRUE,3.14,STEM,,620,6,Nonprofit/Gov,,notadmitted
160,Male,TRUE,3.24,Humanities,,680,7,PE/VC,,notadmitted
161,Male,FALSE,3.3,Business,White,630,3,PE/VC,,notadmitted
162,Female,FALSE,3.2,STEM,White,610,4,Consulting,Admit,Admit
163,Male,FALSE,3.41,Humanities,Black,710,4,PE/VC,,notadmitted
164,Male,TRUE,3.03,STEM,,570,5,Consulting,,notadmitted
165,Male,FALSE,3.3,Humanities,Asian,640,9,Consulting,,notadmitted
166,Female,FALSE,3.17,STEM,White,600,4,Nonprofit/Gov,Admit,Admit
167,Female,FALSE,3.43,Business,White,680,3,Consulting,Admit,Admit
168,Male,FALSE,3.36,STEM,Black,700,5,PE/VC,Admit,Admit
169,Female,TRUE,3.15,STEM,,650,5,Investment Banking,Admit,Admit
170,Female,FALSE,3.23,Business,Black,680,6,Health Care,Admit,Admit
171,Female,FALSE,3.36,Humanities,Asian,710,4,CPG,Admit,Admit
172,Male,FALSE,3,STEM,Asian,570,6,Financial Services,,notadmitted
173,Male,FALSE,3.25,Humanities,Asian,640,7,PE/VC,,notadmitted
174,Male,FALSE,3.15,Humanities,Hispanic,620,3,PE/VC,,notadmitted
175,Female,TRUE,3.17,STEM,,630,6,Nonprofit/Gov,Admit,Admit
176,Male,FALSE,2.97,STEM,Asian,610,6,Technology,,notadmitted
177,Female,FALSE,3.25,Humanities,White,670,5,Consulting,Admit,Admit
178,Male,FALSE,3.33,Humanities,Other,640,3,Other,,notadmitted
179,Male,FALSE,3.43,Business,Asian,680,3,Consulting,,notadmitted
180,Male,TRUE,3.17,Humanities,,670,4,Technology,,notadmitted
181,Male,TRUE,3.4,Business,,750,4,Nonprofit/Gov,,notadmitted
182,Male,FALSE,3.24,STEM,Black,600,5,Investment Management,,notadmitted
183,Male,FALSE,3.34,Humanities,White,700,5,Consulting,Admit,Admit
184,Male,TRUE,3.29,Humanities,,660,6,Energy,,notadmitted
185,Male,TRUE,3.04,Business,,660,6,Nonprofit/Gov,,notadmitted
186,Male,TRUE,3.4,Humanities,,690,6,Other,Admit,Admit
187,Male,TRUE,3.01,Humanities,,670,6,Technology,,notadmitted
188,Male,FALSE,3.54,STEM,Hispanic,700,5,Other,,notadmitted
189,Male,FALSE,3.23,STEM,White,710,6,PE/VC,,notadmitted
190,Male,TRUE,3.15,Humanities,,650,6,Consulting,,notadmitted
191,Female,FALSE,3.32,Humanities,White,730,5,Nonprofit/Gov,Admit,Admit
192,Male,FALSE,3.47,Business,Asian,690,7,Investment Management,,notadmitted
193,Female,FALSE,3.29,Business,Black,590,3,Real Estate,,notadmitted
194,Male,FALSE,3.2,STEM,Asian,690,5,Energy,,notadmitted
195,Female,TRUE,3.48,Humanities,,670,5,Financial Services,Admit,Admit
196,Female,FALSE,3.14,Business,White,600,3,Nonprofit/Gov,Admit,Admit
197,Male,TRUE,3.45,Humanities,,620,5,Consulting,,notadmitted
198,Male,FALSE,3.31,STEM,Hispanic,620,3,PE/VC,,notadmitted
199,Female,FALSE,3.6,Humanities,Other,670,5,Consulting,Admit,Admit
200,Male,FALSE,3.5,STEM,Hispanic,700,6,Investment Management,Admit,Admit
201,Male,FALSE,3.61,Business,Hispanic,690,5,Technology,,notadmitted
202,Male,FALSE,3.11,STEM,Black,650,5,Financial Services,,notadmitted
203,Male,TRUE,3.1,Humanities,,580,6,Consulting,,notadmitted
204,Male,TRUE,3.06,STEM,,620,6,Nonprofit/Gov,,notadmitted
205,Male,TRUE,3.18,Business,,630,3,Nonprofit/Gov,,notadmitted
206,Male,FALSE,3.05,Humanities,White,570,8,Consulting,,notadmitted
207,Male,FALSE,3.45,Humanities,Other,700,6,Consulting,Admit,Admit
208,Female,TRUE,3.26,Business,,630,6,Consulting,Admit,Admit
209,Male,FALSE,3.35,Business,White,660,5,Consulting,Admit,Admit
210,Female,FALSE,3.23,Business,White,670,5,Nonprofit/Gov,Admit,Admit
211,Male,TRUE,3.11,Business,,640,4,Nonprofit/Gov,,notadmitted
212,Female,FALSE,3.44,Business,White,750,5,Technology,Admit,Admit
213,Female,FALSE,3.14,Humanities,Black,580,5,Technology,,notadmitted
214,Female,FALSE,3.24,Business,White,660,6,Technology,Admit,Admit
215,Male,TRUE,3.43,Humanities,,610,5,Technology,,notadmitted
216,Male,FALSE,3.27,STEM,Asian,600,5,PE/VC,,notadmitted
217,Male,FALSE,3.41,Humanities,Asian,670,5,Consulting,,notadmitted
218,Female,FALSE,3.02,Humanities,Asian,570,4,Consulting,Admit,Admit
219,Male,FALSE,3.24,STEM,White,670,3,Consulting,,notadmitted
220,Male,FALSE,3.23,STEM,Black,630,5,Technology,,notadmitted
221,Male,FALSE,3.09,Humanities,Asian,690,5,Other,,notadmitted
222,Male,FALSE,3.64,STEM,Black,680,4,PE/VC,,notadmitted
223,Male,FALSE,3.71,STEM,White,720,6,Other,,notadmitted
224,Female,FALSE,3.19,Business,Asian,630,5,Investment Banking,Admit,Admit
225,Female,FALSE,3.24,STEM,Asian,670,4,Consulting,Admit,Admit
226,Male,FALSE,3.01,Humanities,Asian,610,4,PE/VC,,notadmitted
227,Male,FALSE,3.4,Business,Asian,630,4,Consulting,,notadmitted
228,Female,FALSE,3.18,Humanities,Black,650,5,Consulting,,notadmitted
229,Male,TRUE,3.39,Humanities,,650,6,Other,,notadmitted
230,Female,FALSE,3.06,STEM,Hispanic,640,6,Nonprofit/Gov,,notadmitted
231,Male,TRUE,3.01,Business,,610,6,Technology,,notadmitted
232,Male,FALSE,3.34,Business,Asian,590,5,PE/VC,,notadmitted
233,Male,TRUE,3.34,STEM,,680,8,Technology,,notadmitted
234,Male,TRUE,3.33,STEM,,720,5,Nonprofit/Gov,Admit,Admit
235,Male,FALSE,3.4,STEM,Black,680,4,Other,,notadmitted
236,Male,FALSE,3.02,STEM,Black,590,5,Consulting,,notadmitted
237,Male,FALSE,3.49,Humanities,White,720,3,Consulting,,notadmitted
238,Male,FALSE,3.45,Humanities,White,710,4,PE/VC,,notadmitted
239,Male,FALSE,3.33,Humanities,White,660,5,Media/Entertainment,,notadmitted
240,Female,FALSE,3.27,Humanities,Black,680,5,Health Care,,notadmitted
241,Female,FALSE,3.15,Business,White,620,6,Technology,Admit,Admit
242,Female,FALSE,3.11,STEM,Asian,620,4,Financial Services,Admit,Admit
243,Male,TRUE,3.15,Humanities,,590,5,Investment Management,,notadmitted
244,Male,FALSE,3.11,Business,Asian,600,7,PE/VC,,notadmitted
245,Male,FALSE,3.17,Business,Asian,640,6,Other,,notadmitted
246,Female,FALSE,3.02,STEM,Asian,570,5,Other,Admit,Admit
247,Male,TRUE,3.04,STEM,,630,5,Other,,notadmitted
248,Male,FALSE,3.22,STEM,White,650,5,PE/VC,,notadmitted
249,Male,TRUE,3.77,STEM,,780,5,Consulting,,notadmitted
250,Female,FALSE,3.31,Business,Hispanic,590,5,Nonprofit/Gov,,notadmitted
251,Male,FALSE,3.3,Humanities,Asian,660,4,Investment Banking,,notadmitted
252,Male,FALSE,3.26,Humanities,White,690,4,Nonprofit/Gov,,notadmitted
253,Male,FALSE,3.1,Humanities,White,570,5,Financial Services,,notadmitted
254,Female,FALSE,3.61,Humanities,Black,740,6,Health Care,Admit,Admit
255,Female,FALSE,3.33,Business,Black,620,5,Consulting,,notadmitted
256,Male,TRUE,3.28,Humanities,,750,3,Nonprofit/Gov,,notadmitted
257,Female,FALSE,3.47,STEM,Black,730,4,Technology,,notadmitted
258,Male,TRUE,3.27,Humanities,,640,4,Investment Banking,,notadmitted
259,Male,FALSE,3.33,STEM,Black,670,3,Technology,,notadmitted
260,Female,FALSE,3.28,Humanities,Black,650,5,PE/VC,,notadmitted
261,Male,TRUE,3.32,Humanities,,750,4,Consulting,,notadmitted
262,Male,FALSE,3.1,Business,Black,620,6,Consulting,,notadmitted
263,Male,FALSE,3.21,Business,White,630,6,Investment Management,,notadmitted
264,Male,FALSE,3.12,Humanities,Hispanic,620,4,PE/VC,,notadmitted
265,Male,TRUE,3.05,Humanities,,600,5,Technology,,notadmitted
266,Male,FALSE,3.31,Humanities,White,620,5,Nonprofit/Gov,,notadmitted
267,Male,FALSE,3.28,STEM,White,600,5,Consulting,,notadmitted
268,Male,FALSE,2.95,Humanities,Hispanic,600,5,Nonprofit/Gov,,notadmitted
269,Female,FALSE,3.19,STEM,Hispanic,690,4,PE/VC,,notadmitted
270,Female,TRUE,3.34,Humanities,,670,5,Nonprofit/Gov,Admit,Admit
271,Female,TRUE,3.34,Business,,620,4,Consulting,Admit,Admit
272,Male,FALSE,3.43,Humanities,Other,680,5,Other,,notadmitted
273,Female,FALSE,3.23,Humanities,Other,670,6,Investment Banking,Admit,Admit
274,Male,FALSE,3.31,STEM,Asian,650,4,Investment Banking,,notadmitted
275,Male,TRUE,3.3,STEM,,650,5,Technology,,notadmitted
276,Female,FALSE,3.05,Humanities,Asian,630,5,Consulting,Admit,Admit
277,Male,FALSE,3.52,Humanities,White,770,3,Investment Banking,,notadmitted
278,Female,FALSE,3.15,Business,Black,570,5,Financial Services,,notadmitted
279,Female,FALSE,3.11,Business,Black,660,6,Technology,,notadmitted
280,Male,FALSE,3.05,Business,Asian,610,5,PE/VC,,notadmitted
281,Male,TRUE,3.04,Business,,570,5,PE/VC,,notadmitted
282,Male,FALSE,3.3,Business,White,650,6,Technology,,notadmitted
283,Male,FALSE,3.58,Business,White,740,4,Investment Banking,Admit,Admit
284,Female,FALSE,2.97,Humanities,Asian,590,4,Nonprofit/Gov,Admit,Admit
285,Male,FALSE,3.29,STEM,Black,630,5,PE/VC,,notadmitted
286,Female,FALSE,3.49,Business,Asian,780,6,PE/VC,Admit,Admit
287,Female,TRUE,3.33,STEM,,640,7,Consulting,Admit,Admit
288,Male,FALSE,3.14,Business,Hispanic,580,2,PE/VC,,notadmitted
289,Male,FALSE,3.42,STEM,Asian,750,3,Media/Entertainment,Admit,Admit
290,Male,TRUE,3.18,STEM,,600,4,Technology,,notadmitted
291,Male,FALSE,2.98,Business,Asian,630,7,Nonprofit/Gov,,notadmitted
292,Female,TRUE,2.99,Humanities,,630,6,Nonprofit/Gov,Admit,Admit
293,Male,FALSE,3.1,Business,White,600,7,Nonprofit/Gov,,notadmitted
294,Female,FALSE,3.35,Business,Asian,670,5,Technology,Admit,Admit
295,Male,FALSE,2.95,Humanities,Asian,570,4,Consulting,,notadmitted
296,Male,FALSE,3.16,Business,Asian,580,5,Consulting,,notadmitted
297,Female,TRUE,3.34,Humanities,,570,5,Consulting,Admit,Admit
298,Male,FALSE,3.14,Business,Black,660,5,Financial Services,,notadmitted
299,Male,FALSE,3.1,STEM,Asian,630,4,PE/VC,,notadmitted
300,Male,FALSE,3.21,Humanities,White,660,3,Nonprofit/Gov,,notadmitted
301,Male,FALSE,3.37,Business,Hispanic,690,5,Nonprofit/Gov,,notadmitted
302,Male,FALSE,3.36,Business,Asian,720,4,Technology,Admit,Admit
303,Male,FALSE,3.2,Humanities,Hispanic,650,6,Technology,,notadmitted
304,Female,FALSE,3.15,Business,Black,620,6,Consulting,,notadmitted
305,Male,FALSE,3.53,STEM,Asian,660,5,Investment Banking,Admit,Admit
306,Female,FALSE,3.24,Humanities,Hispanic,660,6,Consulting,,notadmitted
307,Female,FALSE,3.25,Humanities,Asian,710,6,Technology,Admit,Admit
308,Female,FALSE,3.34,Humanities,Asian,760,4,PE/VC,Admit,Admit
309,Male,FALSE,3.16,STEM,Asian,650,5,Health Care,,notadmitted
310,Male,FALSE,3.4,STEM,White,630,5,Investment Banking,,notadmitted
311,Male,FALSE,3.49,Business,Other,700,5,Investment Management,Admit,Admit
312,Male,FALSE,3.17,Humanities,Hispanic,670,2,Investment Banking,,notadmitted
313,Male,FALSE,3.3,Business,White,650,4,PE/VC,,notadmitted
314,Female,FALSE,3.25,Humanities,Asian,580,5,Consulting,Admit,Admit
315,Male,FALSE,3.33,Business,White,580,5,Consulting,,notadmitted
316,Female,FALSE,3.29,Humanities,Asian,700,4,Investment Management,Admit,Admit
317,Male,FALSE,3.32,Humanities,White,700,6,PE/VC,,notadmitted
318,Female,TRUE,3.33,STEM,,680,4,Health Care,Admit,Admit
319,Female,FALSE,3.32,Humanities,White,630,5,Consulting,Admit,Admit
320,Male,FALSE,3.03,Humanities,Asian,590,4,Consulting,,notadmitted
321,Male,FALSE,3.44,Business,Black,650,6,Investment Banking,,notadmitted
322,Female,TRUE,3.24,STEM,,610,5,Other,Admit,Admit
323,Female,FALSE,3.36,Humanities,Black,650,6,Technology,,notadmitted
324,Female,TRUE,3.14,Humanities,,580,5,Nonprofit/Gov,Admit,Admit
325,Male,FALSE,3.2,STEM,Asian,710,4,Other,,notadmitted
326,Male,FALSE,3.1,Humanities,Hispanic,570,5,Health Care,,notadmitted
327,Male,FALSE,3.37,Humanities,White,660,4,Consulting,,notadmitted
328,Male,TRUE,3.31,Humanities,,610,6,Technology,,notadmitted
329,Male,FALSE,3.34,STEM,White,750,6,Other,,notadmitted
330,Male,FALSE,3.38,Business,Asian,570,4,Other,,notadmitted
331,Female,FALSE,3.32,Humanities,Hispanic,600,5,Financial Services,,notadmitted
332,Male,TRUE,3.33,Business,,670,5,Consulting,Admit,Admit
333,Male,FALSE,3.23,STEM,White,600,5,Other,,notadmitted
334,Male,TRUE,3.06,STEM,,630,5,Financial Services,,notadmitted
335,Male,TRUE,3.01,Business,,570,7,Real Estate,,notadmitted
336,Female,FALSE,3.21,Humanities,White,700,6,PE/VC,Admit,Admit
337,Male,FALSE,3.5,Humanities,Asian,670,5,Nonprofit/Gov,,notadmitted
338,Female,TRUE,3.29,Humanities,,690,4,Financial Services,Admit,Admit
339,Male,TRUE,3.2,Business,,650,5,Consulting,,notadmitted
340,Male,TRUE,3.11,Humanities,,600,5,Consulting,,notadmitted
341,Female,FALSE,3.1,Business,Other,620,6,Real Estate,Admit,Admit
342,Male,FALSE,3.39,Business,White,730,6,Investment Banking,,notadmitted
343,Male,TRUE,3.28,Business,,660,4,Technology,,notadmitted
344,Female,FALSE,3.18,STEM,White,590,6,Nonprofit/Gov,Admit,Admit
345,Female,FALSE,2.96,Humanities,White,580,7,Financial Services,Admit,Admit
346,Male,TRUE,3.58,STEM,,710,5,Investment Banking,Admit,Admit
347,Female,FALSE,3.35,STEM,White,700,5,Technology,Admit,Admit
348,Male,FALSE,3.16,STEM,Black,650,5,Technology,,notadmitted
349,Male,FALSE,3.1,STEM,White,620,4,Other,,notadmitted
350,Male,FALSE,3.17,STEM,Hispanic,700,5,Consulting,,notadmitted
351,Male,FALSE,3.2,Business,Asian,690,5,Consulting,,notadmitted
352,Female,TRUE,3.09,Humanities,,660,6,Financial Services,Admit,Admit
353,Female,FALSE,3.47,Humanities,White,760,4,Technology,Admit,Admit
354,Male,FALSE,3.24,STEM,White,630,6,Consulting,,notadmitted
355,Male,FALSE,3.28,STEM,Black,720,5,PE/VC,Admit,Admit
356,Male,FALSE,3.37,STEM,White,690,5,Consulting,Admit,Admit
357,Female,TRUE,3.31,Humanities,,630,6,Nonprofit/Gov,Admit,Admit
358,Female,TRUE,3.03,Humanities,,660,5,Consulting,Admit,Admit
359,Male,TRUE,3.05,Humanities,,580,3,Consulting,,notadmitted
360,Male,FALSE,3.06,Humanities,Asian,600,5,PE/VC,,notadmitted
361,Male,FALSE,3.41,Humanities,Black,620,4,Consulting,,notadmitted
362,Male,TRUE,3.46,Humanities,,650,7,Health Care,,notadmitted
363,Male,FALSE,3.16,STEM,Black,620,5,Consulting,,notadmitted
364,Male,FALSE,3.06,Business,Other,630,5,Other,,notadmitted
365,Female,FALSE,3.42,Humanities,White,700,6,Consulting,Admit,Admit
